person_id,name,gender,birth_year,death_year,biography,generation,genealogy_id,birth_family_id
75706,刘贞,F,1714,1792,历经风雨，坚韧不拔，白手起家。,8,4,
75707,刘建,M,1704,,历经风雨，坚韧不拔，白手起家。,8,4,
75708,刘丽,M,1720,1801,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75709,刘贞,F,1711,1767,经商有道，诚信经营，富甲一方。,8,4,24500
75710,刘玉,F,1713,1787,性情温和，与邻为善，家庭和睦。,8,4,24500
75711,刘桂,M,1707,1773,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75712,刘雪,M,1715,1795,一生勤劳朴实，耕读传家。,8,4,
75713,刘建,M,1714,1781,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,24501
75714,刘磊,M,1718,1803,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24501
75715,刘霞,F,1714,1793,精通医术，悬壶济世，救人无数。,8,4,
75716,刘萍,F,1722,,经商有道，诚信经营，富甲一方。,8,4,
75717,刘琼,F,1705,1789,精通医术，悬壶济世，救人无数。,8,4,24502
75718,刘平,M,1703,1776,精通医术，悬壶济世，救人无数。,8,4,
75719,刘伟,M,1699,1766,性情温和，与邻为善，家庭和睦。,8,4,24503
75720,刘素,F,1701,1752,学识渊博，教书育人，桃李满天下。,8,4,
75721,刘磊,M,1687,1771,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,24504
75722,刘华,F,1692,1750,学识渊博，教书育人，桃李满天下。,8,4,24504
75723,刘贞,F,1689,1757,性情温和，与邻为善，家庭和睦。,8,4,
75724,刘雪,M,1694,1749,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75725,刘素,F,1701,1782,一生勤劳朴实，耕读传家。,8,4,24505
75726,刘旭,M,1694,1776,投笔从戎，保家卫国，战功赫赫。,8,4,24505
75727,刘婷,M,1704,1762,一生勤劳朴实，耕读传家。,8,4,
75728,刘萍,F,1695,1762,历经风雨，坚韧不拔，白手起家。,8,4,
75729,刘巧,F,1689,1743,经商有道，诚信经营，富甲一方。,8,4,24506
75730,刘娜,M,1691,1768,性情温和，与邻为善，家庭和睦。,8,4,24506
75731,刘建,M,1692,1751,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75732,刘萍,F,1687,1758,精于农事，善于经营，家道日益兴旺。,8,4,
75733,刘凡,F,1698,1751,经商有道，诚信经营，富甲一方。,8,4,24507
75734,刘华,M,1690,1758,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,24507
75735,刘建,M,1695,1746,一生勤劳朴实，耕读传家。,8,4,
75736,刘慧,F,1691,1749,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75737,刘涛,M,1695,1749,历经风雨，坚韧不拔，白手起家。,8,4,24508
75738,刘艳,M,1705,1779,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24508
75739,刘红,F,1691,1758,历经风雨，坚韧不拔，白手起家。,8,4,
75740,刘瑞,F,1705,1755,一生勤劳朴实，耕读传家。,8,4,
75741,刘莺,F,1701,1765,投笔从戎，保家卫国，战功赫赫。,8,4,24509
75742,刘秀,M,1698,1774,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75743,刘涛,M,1688,1765,性情温和，与邻为善，家庭和睦。,8,4,24510
75744,刘秀,M,1691,1765,一生勤劳朴实，耕读传家。,8,4,24510
75745,刘慧,F,1694,1764,精于农事，善于经营，家道日益兴旺。,8,4,24510
75746,刘英,F,1690,1758,学识渊博，教书育人，桃李满天下。,8,4,
75747,刘霞,F,1688,1738,学识渊博，教书育人，桃李满天下。,8,4,
75748,刘磊,M,1689,1742,一生勤劳朴实，耕读传家。,8,4,
75749,刘婷,M,1688,1767,性情温和，与邻为善，家庭和睦。,8,4,24511
75750,刘强,M,1692,1770,经商有道，诚信经营，富甲一方。,8,4,24511
75751,刘佳,F,1688,1745,精通医术，悬壶济世，救人无数。,8,4,
75752,刘芳,F,1691,,经商有道，诚信经营，富甲一方。,8,4,
75753,刘玉,F,1690,1748,一生勤劳朴实，耕读传家。,8,4,24512
75754,刘梅,F,1701,1772,经商有道，诚信经营，富甲一方。,8,4,24512
75755,刘琳,F,1693,1766,性情温和，与邻为善，家庭和睦。,8,4,24512
75756,刘文,M,1685,1768,精于农事，善于经营，家道日益兴旺。,8,4,
75757,刘超,M,1704,1767,精于农事，善于经营，家道日益兴旺。,8,4,
75758,刘洋,M,1692,,经商有道，诚信经营，富甲一方。,8,4,
75759,刘佳,F,1688,1770,历经风雨，坚韧不拔，白手起家。,8,4,24513
75760,刘涛,M,1683,1745,历经风雨，坚韧不拔，白手起家。,8,4,
75761,刘建,M,1682,1746,投笔从戎，保家卫国，战功赫赫。,8,4,24514
75762,刘华,F,1685,1744,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75763,刘涛,M,1682,1751,学识渊博，教书育人，桃李满天下。,8,4,24515
75764,刘慧,F,1688,1765,投笔从戎，保家卫国，战功赫赫。,8,4,24515
75765,刘雪,M,1693,1757,经商有道，诚信经营，富甲一方。,8,4,24515
75766,刘凡,F,1687,1758,投笔从戎，保家卫国，战功赫赫。,8,4,
75767,刘兰,M,1684,1734,精通医术，悬壶济世，救人无数。,8,4,
75768,刘荣,F,1690,1759,性情温和，与邻为善，家庭和睦。,8,4,
75769,刘霞,F,1685,1758,投笔从戎，保家卫国，战功赫赫。,8,4,24516
75770,刘红,F,1682,,精于农事，善于经营，家道日益兴旺。,8,4,24516
75771,刘荣,M,1689,,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
75772,刘霞,M,1679,1755,投笔从戎，保家卫国，战功赫赫。,8,4,
75773,刘华,F,1694,1745,精通医术，悬壶济世，救人无数。,8,4,24517
75774,刘玉,M,1690,1749,经商有道，诚信经营，富甲一方。,8,4,
75775,刘华,M,1694,1777,历经风雨，坚韧不拔，白手起家。,8,4,24518
75776,刘凡,F,1693,1763,一生勤劳朴实，耕读传家。,8,4,
75777,刘玲,F,1696,,精于农事，善于经营，家道日益兴旺。,8,4,24519
75778,刘霞,M,1694,1749,性情温和，与邻为善，家庭和睦。,8,4,24519
75779,刘敏,M,1699,1765,一生勤劳朴实，耕读传家。,8,4,
75780,刘雪,F,1691,1765,精通医术，悬壶济世，救人无数。,8,4,
75781,刘杰,M,1689,1762,精通医术，悬壶济世，救人无数。,8,4,24520
75782,刘素,F,1691,1762,一生勤劳朴实，耕读传家。,8,4,
75783,刘秀,M,1694,1770,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24521
75784,刘霞,F,1696,1772,精通医术，悬壶济世，救人无数。,8,4,24521
75785,刘洁,F,1693,1778,精通医术，悬壶济世，救人无数。,8,4,
75786,刘刚,M,1697,1760,经商有道，诚信经营，富甲一方。,8,4,
75787,刘兰,F,1701,1753,精通医术，悬壶济世，救人无数。,8,4,24522
75788,刘嘉,F,1706,1756,一生勤劳朴实，耕读传家。,8,4,24522
75789,刘平,M,1702,,一生勤劳朴实，耕读传家。,8,4,24522
75790,刘芳,M,1700,1755,经商有道，诚信经营，富甲一方。,8,4,
75791,刘勇,M,1701,1753,投笔从戎，保家卫国，战功赫赫。,8,4,
75792,刘玉,F,1700,1777,学识渊博，教书育人，桃李满天下。,8,4,
75793,刘真,F,1696,1781,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24523
75794,刘旭,M,1708,1787,经商有道，诚信经营，富甲一方。,8,4,24523
75795,刘珍,F,1703,1763,投笔从戎，保家卫国，战功赫赫。,8,4,24523
75796,刘荣,M,1700,1761,经商有道，诚信经营，富甲一方。,8,4,
75797,刘媛,F,1710,1795,精于农事，善于经营，家道日益兴旺。,8,4,
75798,刘勇,M,1699,1770,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
75799,刘云,M,1698,1762,经商有道，诚信经营，富甲一方。,8,4,24524
75800,刘玉,F,1700,,投笔从戎，保家卫国，战功赫赫。,8,4,24524
75801,刘萍,F,1695,1751,投笔从戎，保家卫国，战功赫赫。,8,4,
75802,刘伟,M,1695,1746,性情温和，与邻为善，家庭和睦。,8,4,
75803,刘文,M,1695,,历经风雨，坚韧不拔，白手起家。,8,4,24525
75804,刘英,F,1705,,历经风雨，坚韧不拔，白手起家。,8,4,24525
75805,刘桂,M,1693,1747,经商有道，诚信经营，富甲一方。,8,4,24525
75806,刘霞,F,1690,1768,经商有道，诚信经营，富甲一方。,8,4,
75807,刘梅,M,1702,1779,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
75808,刘荣,F,1698,1771,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75809,刘英,F,1690,1743,性情温和，与邻为善，家庭和睦。,8,4,24526
75810,刘丽,M,1690,1748,历经风雨，坚韧不拔，白手起家。,8,4,24526
75811,刘凡,F,1692,1744,投笔从戎，保家卫国，战功赫赫。,8,4,24526
75812,刘秀,M,1692,1762,学识渊博，教书育人，桃李满天下。,8,4,
75813,刘瑞,F,1685,1743,历经风雨，坚韧不拔，白手起家。,8,4,
75814,刘平,M,1691,1753,性情温和，与邻为善，家庭和睦。,8,4,
75815,刘军,M,1698,,经商有道，诚信经营，富甲一方。,8,4,24527
75816,刘瑞,F,1697,1767,性情温和，与邻为善，家庭和睦。,8,4,
75817,刘桂,M,1695,1768,学识渊博，教书育人，桃李满天下。,8,4,24528
75818,刘贞,F,1695,1754,精于农事，善于经营，家道日益兴旺。,8,4,
75819,刘凤,F,1687,1765,精通医术，悬壶济世，救人无数。,8,4,24529
75820,刘婷,M,1690,1743,精于农事，善于经营，家道日益兴旺。,8,4,
75821,刘贞,F,1692,1748,投笔从戎，保家卫国，战功赫赫。,8,4,24530
75822,刘慧,F,1677,1745,投笔从戎，保家卫国，战功赫赫。,8,4,24530
75823,刘兰,F,1681,1762,学识渊博，教书育人，桃李满天下。,8,4,24530
75824,刘刚,M,1693,,投笔从戎，保家卫国，战功赫赫。,8,4,
75825,刘英,M,1681,1732,精通医术，悬壶济世，救人无数。,8,4,
75826,刘平,M,1682,1734,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75827,刘琼,F,1690,1741,经商有道，诚信经营，富甲一方。,8,4,24531
75828,刘兰,F,1679,1750,投笔从戎，保家卫国，战功赫赫。,8,4,24531
75829,刘玉,M,1695,1760,一生勤劳朴实，耕读传家。,8,4,
75830,刘秀,M,1682,1760,历经风雨，坚韧不拔，白手起家。,8,4,
75831,刘旭,M,1693,1778,精通医术，悬壶济世，救人无数。,8,4,24532
75832,刘巧,F,1698,1764,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
75833,刘凤,F,1691,1772,一生勤劳朴实，耕读传家。,8,4,24533
75834,刘美,F,1693,1744,学识渊博，教书育人，桃李满天下。,8,4,24533
75835,刘珍,M,1682,,精于农事，善于经营，家道日益兴旺。,8,4,24533
75836,刘秀,M,1687,1759,投笔从戎，保家卫国，战功赫赫。,8,4,
75837,刘志,M,1688,1741,一生勤劳朴实，耕读传家。,8,4,
75838,刘莲,F,1684,1767,精于农事，善于经营，家道日益兴旺。,8,4,
75839,刘梅,F,1684,1757,经商有道，诚信经营，富甲一方。,8,4,24534
75840,刘文,M,1690,1750,学识渊博，教书育人，桃李满天下。,8,4,24534
75841,刘杰,M,1693,1777,经商有道，诚信经营，富甲一方。,8,4,24534
75842,刘超,M,1683,1752,一生勤劳朴实，耕读传家。,8,4,
75843,刘霞,F,1685,,经商有道，诚信经营，富甲一方。,8,4,
75844,刘巧,F,1694,1750,投笔从戎，保家卫国，战功赫赫。,8,4,
75845,刘志,M,1683,1744,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24535
75846,刘莺,F,1678,1752,性情温和，与邻为善，家庭和睦。,8,4,
75847,刘霞,F,1670,1724,性情温和，与邻为善，家庭和睦。,8,4,24536
75848,刘莲,F,1675,1729,历经风雨，坚韧不拔，白手起家。,8,4,24536
75849,刘涛,M,1668,,经商有道，诚信经营，富甲一方。,8,4,
75850,刘秀,M,1674,1731,精于农事，善于经营，家道日益兴旺。,8,4,
75851,刘兰,F,1683,1742,经商有道，诚信经营，富甲一方。,8,4,24537
75852,刘雪,M,1687,1760,精通医术，悬壶济世，救人无数。,8,4,
75853,刘勇,M,1676,1747,投笔从戎，保家卫国，战功赫赫。,8,4,24538
75854,刘佳,F,1676,1753,历经风雨，坚韧不拔，白手起家。,8,4,
75855,刘莉,F,1671,1751,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,24539
75856,刘月,F,1682,1744,精于农事，善于经营，家道日益兴旺。,8,4,24539
75857,刘秀,M,1672,1740,精通医术，悬壶济世，救人无数。,8,4,
75858,刘建,M,1681,1743,精于农事，善于经营，家道日益兴旺。,8,4,
75859,刘文,M,1668,,性情温和，与邻为善，家庭和睦。,8,4,24540
75860,刘荣,F,1664,1721,性情温和，与邻为善，家庭和睦。,8,4,
75861,刘珍,M,1677,1730,投笔从戎，保家卫国，战功赫赫。,8,4,24541
75862,刘英,F,1675,1738,精通医术，悬壶济世，救人无数。,8,4,
75863,刘萍,F,1683,1736,一生勤劳朴实，耕读传家。,8,4,24542
75864,刘素,F,1679,1747,精于农事，善于经营，家道日益兴旺。,8,4,24542
75865,刘平,M,1684,1752,学识渊博，教书育人，桃李满天下。,8,4,
75866,刘刚,M,1682,1748,经商有道，诚信经营，富甲一方。,8,4,
75867,刘芳,M,1684,1765,一生勤劳朴实，耕读传家。,8,4,24543
75868,刘嘉,F,1673,1754,经商有道，诚信经营，富甲一方。,8,4,24543
75869,刘琳,F,1682,1761,精于农事，善于经营，家道日益兴旺。,8,4,
75870,刘志,M,1675,,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
75871,刘月,F,1681,,学识渊博，教书育人，桃李满天下。,8,4,24544
75872,刘月,F,1682,1732,一生勤劳朴实，耕读传家。,8,4,24544
75873,刘瑞,F,1681,1741,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24544
75874,刘刚,M,1684,1760,精通医术，悬壶济世，救人无数。,8,4,
75875,刘丽,M,1687,1751,学识渊博，教书育人，桃李满天下。,8,4,
75876,刘雪,M,1686,1763,历经风雨，坚韧不拔，白手起家。,8,4,
75877,刘洋,M,1683,1756,一生勤劳朴实，耕读传家。,8,4,24545
75878,刘丽,M,1682,1745,精于农事，善于经营，家道日益兴旺。,8,4,24545
75879,刘素,F,1692,1749,经商有道，诚信经营，富甲一方。,8,4,24545
75880,刘媛,F,1682,1755,性情温和，与邻为善，家庭和睦。,8,4,
75881,刘芳,F,1680,1734,一生勤劳朴实，耕读传家。,8,4,
75882,刘旭,M,1697,1757,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75883,刘云,F,1694,1757,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24546
75884,刘杰,M,1699,1769,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75885,刘刚,M,1708,1765,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24547
75886,刘霞,M,1706,1760,学识渊博，教书育人，桃李满天下。,8,4,24547
75887,刘素,F,1704,1779,精于农事，善于经营，家道日益兴旺。,8,4,
75888,刘真,F,1711,1773,精通医术，悬壶济世，救人无数。,8,4,
75889,刘玉,M,1671,1745,性情温和，与邻为善，家庭和睦。,8,4,24548
75890,刘雪,M,1682,1734,精通医术，悬壶济世，救人无数。,8,4,24548
75891,刘玲,M,1685,1753,历经风雨，坚韧不拔，白手起家。,8,4,24548
75892,刘艳,F,1671,1749,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75893,刘霞,F,1684,1741,性情温和，与邻为善，家庭和睦。,8,4,
75894,刘红,F,1690,1753,一生勤劳朴实，耕读传家。,8,4,
75895,刘贞,F,1664,1715,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24549
75896,刘婷,M,1669,,历经风雨，坚韧不拔，白手起家。,8,4,
75897,刘凡,F,1675,1746,投笔从戎，保家卫国，战功赫赫。,8,4,24550
75898,刘英,M,1679,1761,一生勤劳朴实，耕读传家。,8,4,
75899,刘兰,F,1697,1774,历经风雨，坚韧不拔，白手起家。,8,4,24551
75900,刘珍,M,1682,1746,投笔从戎，保家卫国，战功赫赫。,8,4,24551
75901,刘霞,M,1696,1749,投笔从戎，保家卫国，战功赫赫。,8,4,
75902,刘红,F,1677,1762,历经风雨，坚韧不拔，白手起家。,8,4,
75903,刘桂,M,1687,1770,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24552
75904,刘素,F,1687,1771,性情温和，与邻为善，家庭和睦。,8,4,
75905,刘贞,F,1693,1743,投笔从戎，保家卫国，战功赫赫。,8,4,24553
75906,刘玉,M,1696,1780,历经风雨，坚韧不拔，白手起家。,8,4,
75907,刘媛,F,1688,1761,精通医术，悬壶济世，救人无数。,8,4,24554
75908,刘婷,M,1697,,投笔从戎，保家卫国，战功赫赫。,8,4,24554
75909,刘慧,F,1695,1763,精通医术，悬壶济世，救人无数。,8,4,24554
75910,刘梅,M,1687,1760,经商有道，诚信经营，富甲一方。,8,4,
75911,刘莺,F,1697,1752,一生勤劳朴实，耕读传家。,8,4,
75912,刘玲,M,1699,1775,性情温和，与邻为善，家庭和睦。,8,4,
75913,刘兰,F,1700,,精通医术，悬壶济世，救人无数。,8,4,24555
75914,刘环,F,1702,1783,精通医术，悬壶济世，救人无数。,8,4,24555
75915,刘敏,M,1696,,精于农事，善于经营，家道日益兴旺。,8,4,
75916,刘敏,M,1705,1757,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
75917,刘嘉,F,1678,1752,精于农事，善于经营，家道日益兴旺。,8,4,24556
75918,刘娜,M,1689,1750,精于农事，善于经营，家道日益兴旺。,8,4,24556
75919,刘海,M,1679,1757,经商有道，诚信经营，富甲一方。,8,4,
75920,刘兰,F,1689,1748,一生勤劳朴实，耕读传家。,8,4,
75921,刘军,M,1679,1746,一生勤劳朴实，耕读传家。,8,4,24557
75922,刘琼,F,1684,,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24557
75923,刘妹,F,1680,,历经风雨，坚韧不拔，白手起家。,8,4,
75924,刘秀,M,1684,1760,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75925,刘超,M,1685,1766,投笔从戎，保家卫国，战功赫赫。,8,4,24558
75926,刘莉,F,1687,1740,学识渊博，教书育人，桃李满天下。,8,4,24558
75927,刘慧,F,1686,1754,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
75928,刘静,M,1683,1758,一生勤劳朴实，耕读传家。,8,4,
75929,刘凤,F,1691,1745,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,24559
75930,刘超,M,1694,,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75931,刘婷,M,1685,1746,一生勤劳朴实，耕读传家。,8,4,24560
75932,刘平,M,1694,1752,精于农事，善于经营，家道日益兴旺。,8,4,24560
75933,刘巧,F,1692,1774,历经风雨，坚韧不拔，白手起家。,8,4,24560
75934,刘巧,F,1680,1758,精通医术，悬壶济世，救人无数。,8,4,
75935,刘华,F,1689,,精通医术，悬壶济世，救人无数。,8,4,
75936,刘荣,M,1692,1769,投笔从戎，保家卫国，战功赫赫。,8,4,
75937,刘华,F,1697,1776,学识渊博，教书育人，桃李满天下。,8,4,24561
75938,刘梅,F,1686,1738,学识渊博，教书育人，桃李满天下。,8,4,24561
75939,刘珍,M,1687,1739,学识渊博，教书育人，桃李满天下。,8,4,24561
75940,刘伟,M,1694,1770,投笔从戎，保家卫国，战功赫赫。,8,4,
75941,刘超,M,1686,1754,投笔从戎，保家卫国，战功赫赫。,8,4,
75942,刘娟,F,1686,,投笔从戎，保家卫国，战功赫赫。,8,4,
75943,刘娟,F,1707,,精通医术，悬壶济世，救人无数。,8,4,24562
75944,刘秀,M,1701,1778,精于农事，善于经营，家道日益兴旺。,8,4,24562
75945,刘嘉,F,1701,1770,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,24562
75946,刘玉,M,1703,1779,精于农事，善于经营，家道日益兴旺。,8,4,
75947,刘兰,F,1698,1757,精于农事，善于经营，家道日益兴旺。,8,4,
75948,刘文,M,1702,1772,一生勤劳朴实，耕读传家。,8,4,
75949,刘燕,M,1697,1757,投笔从戎，保家卫国，战功赫赫。,8,4,24563
75950,刘琳,F,1696,1759,性情温和，与邻为善，家庭和睦。,8,4,24563
75951,刘佳,F,1692,,性情温和，与邻为善，家庭和睦。,8,4,
75952,刘军,M,1692,1767,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75953,刘娟,F,1704,1762,精通医术，悬壶济世，救人无数。,8,4,24564
75954,刘红,F,1717,1793,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,24564
75955,刘英,M,1707,1767,学识渊博，教书育人，桃李满天下。,8,4,
75956,刘超,M,1715,1766,历经风雨，坚韧不拔，白手起家。,8,4,
75957,刘媛,F,1720,1802,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24565
75958,刘秀,M,1705,1764,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24565
75959,刘娜,M,1725,1810,精通医术，悬壶济世，救人无数。,8,4,
75960,刘莲,F,1705,1758,历经风雨，坚韧不拔，白手起家。,8,4,
75961,刘勇,M,1703,1783,性情温和，与邻为善，家庭和睦。,8,4,24566
75962,刘凡,F,1698,1773,精于农事，善于经营，家道日益兴旺。,8,4,24566
75963,刘莲,F,1698,1769,精于农事，善于经营，家道日益兴旺。,8,4,
75964,刘杰,M,1702,1757,经商有道，诚信经营，富甲一方。,8,4,
75965,刘旭,M,1708,1790,性情温和，与邻为善，家庭和睦。,8,4,24567
75966,刘海,M,1706,1769,精通医术，悬壶济世，救人无数。,8,4,24567
75967,刘荣,F,1708,1767,精于农事，善于经营，家道日益兴旺。,8,4,
75968,刘兰,F,1705,1783,经商有道，诚信经营，富甲一方。,8,4,
75969,刘华,M,1700,1765,经商有道，诚信经营，富甲一方。,8,4,24568
75970,刘环,F,1705,1770,经商有道，诚信经营，富甲一方。,8,4,
75971,刘华,F,1692,1743,学识渊博，教书育人，桃李满天下。,8,4,24569
75972,刘真,F,1698,1750,经商有道，诚信经营，富甲一方。,8,4,24569
75973,刘洋,M,1695,1758,精于农事，善于经营，家道日益兴旺。,8,4,24569
75974,刘静,M,1690,1740,经商有道，诚信经营，富甲一方。,8,4,
75975,刘霞,M,1701,1775,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75976,刘兰,F,1693,,投笔从戎，保家卫国，战功赫赫。,8,4,
75977,刘玉,F,1700,1773,投笔从戎，保家卫国，战功赫赫。,8,4,24570
75978,刘海,M,1701,1771,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
75979,刘桂,M,1702,1765,投笔从戎，保家卫国，战功赫赫。,8,4,24571
75980,刘素,F,1704,1770,精于农事，善于经营，家道日益兴旺。,8,4,
75981,刘英,F,1703,,学识渊博，教书育人，桃李满天下。,8,4,24572
75982,刘志,M,1692,,学识渊博，教书育人，桃李满天下。,8,4,24572
75983,刘平,M,1699,1752,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75984,刘嘉,F,1697,1757,投笔从戎，保家卫国，战功赫赫。,8,4,
75985,刘建,M,1691,,投笔从戎，保家卫国，战功赫赫。,8,4,24573
75986,刘玲,F,1686,1761,精于农事，善于经营，家道日益兴旺。,8,4,
75987,刘梅,F,1694,1752,学识渊博，教书育人，桃李满天下。,8,4,24574
75988,刘丽,M,1694,1779,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
75989,刘静,M,1678,1750,投笔从戎，保家卫国，战功赫赫。,8,4,24575
75990,刘芳,F,1687,1757,历经风雨，坚韧不拔，白手起家。,8,4,24575
75991,刘佳,F,1689,,精于农事，善于经营，家道日益兴旺。,8,4,24575
75992,刘瑞,F,1674,1731,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
75993,刘燕,M,1682,1734,投笔从戎，保家卫国，战功赫赫。,8,4,
75994,刘云,M,1693,1765,精于农事，善于经营，家道日益兴旺。,8,4,
75995,刘秀,M,1696,,精通医术，悬壶济世，救人无数。,8,4,24576
75996,刘强,M,1690,,投笔从戎，保家卫国，战功赫赫。,8,4,24576
75997,刘妹,F,1693,1764,学识渊博，教书育人，桃李满天下。,8,4,
75998,刘华,F,1695,1752,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
75999,刘英,F,1696,1777,经商有道，诚信经营，富甲一方。,8,4,24577
76000,刘刚,M,1697,1772,历经风雨，坚韧不拔，白手起家。,8,4,
76001,刘婷,M,1689,,投笔从戎，保家卫国，战功赫赫。,8,4,24578
76002,刘佳,F,1684,1757,性情温和，与邻为善，家庭和睦。,8,4,
76003,刘莺,F,1692,1772,精通医术，悬壶济世，救人无数。,8,4,24579
76004,刘英,M,1693,1757,性情温和，与邻为善，家庭和睦。,8,4,
76005,刘文,M,1693,,精于农事，善于经营，家道日益兴旺。,8,4,24580
76006,刘强,M,1692,1763,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24580
76007,刘美,F,1697,1763,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
76008,刘玉,F,1695,1748,经商有道，诚信经营，富甲一方。,8,4,
76009,刘云,M,1701,1756,学识渊博，教书育人，桃李满天下。,8,4,24581
76010,刘桂,M,1692,,经商有道，诚信经营，富甲一方。,8,4,24581
76011,刘兰,F,1700,1758,经商有道，诚信经营，富甲一方。,8,4,
76012,刘巧,F,1689,1762,历经风雨，坚韧不拔，白手起家。,8,4,
76013,刘玉,F,1701,1774,性情温和，与邻为善，家庭和睦。,8,4,24582
76014,刘英,M,1706,1769,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
76015,刘贞,F,1694,,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24583
76016,刘琼,F,1685,1764,一生勤劳朴实，耕读传家。,8,4,24583
76017,刘艳,M,1695,1753,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
76018,刘刚,M,1686,1755,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,
76019,刘芳,M,1704,1762,性情温和，与邻为善，家庭和睦。,8,4,24584
76020,刘巧,F,1709,1785,精通医术，悬壶济世，救人无数。,8,4,
76021,刘超,M,1688,1746,精于农事，善于经营，家道日益兴旺。,8,4,24585
76022,刘刚,M,1685,1755,投笔从戎，保家卫国，战功赫赫。,8,4,24585
76023,刘珍,M,1684,1748,为人正直，乐于助人，在乡里享有崇高威望。,8,4,24585
76024,刘琳,F,1693,1754,精通医术，悬壶济世，救人无数。,8,4,
76025,刘莉,F,1686,1741,学识渊博，教书育人，桃李满天下。,8,4,
76026,刘嘉,F,1680,1752,历经风雨，坚韧不拔，白手起家。,8,4,
76027,刘霞,F,1696,1777,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,24586
76028,刘霞,M,1696,1762,精通医术，悬壶济世，救人无数。,8,4,24586
76029,刘杰,M,1701,,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
76030,刘环,F,1691,1764,经商有道，诚信经营，富甲一方。,8,4,
76031,刘华,F,1695,1768,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,4,24587
76032,刘荣,M,1690,1767,投笔从戎，保家卫国，战功赫赫。,8,4,
76033,刘燕,M,1701,1759,经商有道，诚信经营，富甲一方。,8,4,24588
76034,刘莉,F,1699,1754,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
76035,刘荣,F,1695,1746,投笔从戎，保家卫国，战功赫赫。,8,4,24589
76036,刘燕,M,1696,1767,为人正直，乐于助人，在乡里享有崇高威望。,8,4,
76037,刘玉,M,1700,,精通医术，悬壶济世，救人无数。,8,4,24590
76038,刘燕,F,1693,,学识渊博，教书育人，桃李满天下。,8,4,24590
76039,刘华,F,1701,1758,一生勤劳朴实，耕读传家。,8,4,
